angDist,AllWISE,RAJ2000,DEJ2000,eeMaj,eeMin,eePA,W1mag,W2mag,W3mag,W4mag,Jmag,Hmag,Kmag,e_W1mag,e_W2mag,e_W3mag,e_W4mag,e_Jmag,e_Hmag,e_Kmag,ID,ccf,ex,var,qph,pmRA,e_pmRA,pmDE,e_pmDE,d2M,angDist,_RAJ2000,_DEJ2000,objName,S09,e_S09,q_S09,S18,e_S18,q_S18,Nd09,Nd18,X09,X18,RAJ2000,DEJ2000,Cohen,IRAS PSC,IRAS FSC,Name,HR #,HD #,SpectralTypes,12[Jy],25[Jy],12[Jy],25[Jy],R.A.,Decl.,CommentOnSIMBAD,R.A.(h),R.A.(m),R.A.(s),Decl.(deg),Decl.(m),Decl.(s),ra,dec
1.279582,J165739.87+092229.9,254.4161597,+9.3749904,0.0682,0.0477,13.5,-2.190,-1.551,0.662,0.604,1.400,0.822,0.728,,,0.071,0.013,0.240,0.180,0.180,2542109001351042014,hh00,0,nn00,UUAA,-936,69,-38,46,2.974,1.96705,254.41652,9.37499,1657399+092229,34.35,0.214,3,7.217,0.102,3,0,0,0,0,254.41652,9.37499,HD153210,16552+0927,F16552+0927,KAP OPH,HR 6299,HD 153210,K2III,24.91,5.762,25.0,5.72,16 57 40.0973,+09 22 30.118,Variable star,16,57,40.0973,9,22,30.118,254.4170721,9.375032778
0.093191,J131232.90+113321.8,198.1371247,+11.5560593,0.0139,0.0128,91.2,0.000,0.383,1.892,1.759,2.792,1.951,1.702,,,0.008,0.015,0.266,0.232,0.232,1977112101351002365,HHHH,0,nnnn,UUAA,214,26,6,23,0.299,0.303681,198.1371,11.55605,1312329+113321,10.65,0.0391,3,2.476,0.0347,3,0,0,0,0,198.1371,11.55605,HD114780,13100+1149,F13100+1149,,HR 4986,HD 114780,M0III,8.333,2.104,8.13,2.14,13 12 32.9213,+11 33 21.946,Star,13,12,32.9213,11,33,21.946,198.1371721,11.55609611
0.554279,J160205.61+525457.0,240.5233800,+52.9158400,0.0151,0.0114,90.1,0.872,0.887,2.310,2.200,3.694,2.795,2.350,,,0.007,0.018,0.298,0.226,0.390,2416153001351036415,hhpp,0,nn30,UUAA,256,23,-107,22,0.347,0.201698,240.52322,52.91596,1602055+525457,6.979,0.0163,3,1.608,0.018,3,0,0,0,0,240.52322,52.91596,HD144204,16008+5303,F16008+5303,,HR 5981,HD 144204,K5III,5.285,1.328,5.31,1.34,16 02 05.5584,+52 54 57.302,Star,16,2,5.5584,52,54,57.302,240.52316,52.91591722
0.490908,J155115.86+205840.7,237.8160837,+20.9779916,0.0394,0.0216,122.6,-1.526,-0.725,0.978,0.929,2.081,1.359,1.152,,,0.034,0.020,0.348,0.176,0.230,2373121201351022790,hh00,0,nn00,UUAA,-220,48,292,36,0.718,0.570001,237.81621,20.97806,1551158+205841,23.5,0.124,3,5.196,0.0576,3,0,0,0,0,237.81621,20.97806,HD141992,15490+2107,F15490+2107,RHO SER,HR 5899,HD 141992,K4.5III,17.53,4.239,18.1,4.27,15 51 15.9090,+20 58 40.509,Variable star,15,51,15.909,20,58,40.509,237.8162875,20.97791917
0.171391,J152455.80+585758.1,231.2325323,+58.9661620,0.0388,0.0209,59.1,-1.540,-0.467,0.740,0.624,1.293,0.724,0.671,,,0.045,0.009,0.220,0.146,0.200,2304159001351029136,hhh0,0,nn11,UUAA,1057,27,746,27,0.491,0.35027,231.23244,58.96616,1524557+585758,33.47,0.0957,3,7.104,0.0524,3,0,0,0,0,231.23244,58.96616,HD137759,15238+5908,F15238+5908,IOTA DRA,HR 5744,HD 137759,K2III,23.46,5.752,23.5,5.78,15 24 55.7747,+58 57 57.836,Variable star,15,24,55.7747,58,57,57.836,231.2323946,58.96606556
0.335484,J161315.45+050116.0,243.3144122,+5.0211244,0.0145,0.0120,122.7,0.233,0.522,2.036,1.906,3.041,2.298,2.082,,,0.009,0.012,0.266,0.262,0.242,2430104501351052133,hh00,0,nn31,UUAA,277,35,477,32,0.266,0.146696,243.31433,5.02108,1613154+050115,9.294,0.0495,3,2.137,0.027,3,0,0,0,0,243.31433,5.02108,HD145892,16107+0508,F16107+0508,9 HER,HR 6047,HD 145892,K5III,6.806,1.621,7.14,1.59,16 13 15.4295,+05 01 15.911,Star,16,13,15.4295,5,1,15.911,243.3142896,5.021086389
0.534526,J131431.34+111953.3,198.6306157,+11.3314996,0.0187,0.0182,100.7,-0.148,0.244,1.922,1.792,3.063,2.213,1.958,,,0.012,0.017,0.276,0.264,0.246,1984110601351051573,hh00,0,nn11,UUAA,179,31,-63,28,0.942,0.598824,198.63047,11.33154,1314313+111953,10.4,0.0341,3,2.399,0.0217,3,0,0,0,0,198.63047,11.33154,HD115046,13120+1135,F13120+1135,,HR 4998,HD 115046,M0III,6.879,1.679,7.32,1.84,13 14 31.2837,+11 19 53.963,Star in double system,13,14,31.2837,11,19,53.963,198.6303488,11.33165639
0.516432,J134928.57+154752.9,207.3690819,+15.7980330,0.0827,0.0549,138.3,-1.582,-0.422,0.393,0.234,1.218,0.438,0.435,,,0.140,0.014,0.264,0.180,0.182,2066115101351052241,HHHH,0,nnnn,UUBA,288,70,-137,70,1.503,0.929581,207.36907,15.79789,1349285+154752,46.05,0.392,3,10.06,0.117,3,0,0,0,0,207.36907,15.79789,HD120477,13470+1602,F13470+1602,UPS BOO,HR 5200,HD 120477,K5.5III,33.77,7.657,33.5,7.88,13 49 28.6411,+15 47 52.458,Variable star,13,49,28.6411,15,47,52.458,207.3693379,15.797905
0.905670,J140850.84+773251.3,212.2118587,+77.5476093,0.0210,0.0164,103.3,-0.460,-0.192,1.570,1.433,2.365,1.588,1.480,,,0.018,0.010,0.232,0.176,0.242,2121177201351043770,hh00,0,nn40,UUAA,459,25,-187,28,0.561,1.184772,212.2107,77.54758,1408505+773251,14.51,0.117,3,3.254,0.0174,3,0,0,0,0,212.2107,77.54758,HD124547,14089+7746,F14090+7747,4 UMI,HR 5321,HD 124547,K3-IIIb,10.87,2.681,11.0,2.67,14 08 50.9269,+77 32 51.051,Spectroscopic binary,14,8,50.9269,77,32,51.051,212.2121954,77.54751417
0.159227,J152751.40+604012.9,231.9641747,+60.6702684,0.0216,0.0183,74.9,0.765,0.911,2.330,2.180,2.473,1.855,1.587,,,0.013,0.015,0.262,0.212,0.238,2310160501351025399,hh00,0,nn30,UUAA,401,28,866,27,0.474,0.23922,231.96413,60.67023,1527513+604012,7.098,0.0125,3,1.678,0.0203,3,0,0,0,0,231.96413,60.67023,HD138265,15268+6050,F15268+6050,,HR 5755,HD 138265,K5III,5.214,1.33,5.22,1.31,15 27 51.4231,+60 40 12.780,Star,15,27,51.4231,60,40,12.78,231.9642629,60.67021667
0.212984,J135147.46+342638.9,207.9477695,+34.4441531,0.0735,0.0635,14.1,-1.548,-0.611,-0.014,-0.119,1.045,0.126,-0.009,,,0.152,0.014,0.232,0.188,0.200,2083134801351015835,HHHH,0,nnnn,UUBA,374,88,154,96,0.499,0.216228,207.94775,34.44421,1351474+342639,64.04,0.233,3,14.27,0.134,3,0,0,0,0,207.94775,34.44421,HD120933,13495+3441,F13495+3441,AW CVN,HR 5219,HD 120933,K5III,47.22,11.4,49.0,11.3,13 51 47.4751,+34 26 39.265,Variable star,13,51,47.4751,34,26,39.265,207.9478129,34.44424028
0.422541,J142846.03+255114.1,217.1918283,+25.8539346,0.0276,0.0177,82.9,-0.545,0.182,1.556,1.423,2.754,1.926,1.619,,,0.016,0.020,0.256,0.198,0.224,2166125701351025018,HHHH,0,nnnn,UUAA,9,32,238,26,0.314,0.228318,217.1918,25.85382,1428460+255113,13.88,0.0813,3,3.211,0.034,3,0,0,0,0,217.1918,25.85382,HD127093,14265+2604,F14265+2604,,,HD 127093,M0III,10.4,2.656,10.4,2.49,14 28 46.0296,+25 51 13.978,Variable star of irregular type,14,28,46.0296,25,51,13.978,217.19179,25.85388278
0.090060,J165145.27+243923.4,252.9386373,+24.6565051,0.0226,0.0171,88.8,0.717,0.767,2.272,2.190,3.110,2.558,2.357,,,0.011,0.019,0.242,0.204,0.312,2526124201351046592,hh00,0,nn20,UUAA,141,40,865,36,0.187,0.384554,252.93864,24.65653,1651452+243923,7.369,0.0447,3,1.642,0.0304,3,0,0,0,0,252.93864,24.65653,HD152326,16496+2444,F16496+2444,51 HER,HR 6270,HD 152326,K0.5IIIa,5.345,1.279,5.24,1.3,16 51 45.2619,+24 39 23.158,Star,16,51,45.2619,24,39,23.158,252.9385913,24.65643278
0.501774,J150254.01+020529.0,225.7250508,+2.0913978,0.0212,0.0143,72.4,-0.078,0.559,2.009,1.879,2.891,2.353,2.111,,,0.011,0.017,0.284,0.198,0.258,2253101501351055723,HHHH,0,nnnn,UUAA,-125,32,-50,29,0.531,0.4767,225.72503,2.09126,1502540+020528,10.02,0.128,3,2.175,0.0462,3,0,0,0,0,225.72503,2.09126,HD133165,15003+0217,F15003+0217,110 VIR,HR 5601,HD 133165,K0+IIIb,7.291,1.767,7.8,1.83,15 02 54.0373,+02 05 28.690,Variable star,15,2,54.0373,2,5,28.69,225.7251554,2.091302778
0.287000,J153055.78+404958.9,232.7324290,+40.8330473,0.0129,0.0085,73.1,-1.288,-0.217,1.133,1.029,2.066,1.298,1.212,,,0.009,0.013,0.312,0.218,0.226,2334140801351036558,HHHH,0,nnnn,UUAA,238,25,190,23,0.200,0.199273,232.73235,40.8331,1530557+404959,21.04,0.0714,3,4.702,0.0322,3,0,0,0,0,232.73235,40.8331,HD138481,15291+4100,F15291+4100,NU 1 BOO,HR 5763,HD 138481,K4.5IIIb,13.94,3.657,14.9,3.87,15 30 55.7593,+40 49 58.968,Star,15,30,55.7593,40,49,58.968,232.7323304,40.83304667
0.051249,J171502.80+364833.0,258.7617024,+36.8091779,0.0709,0.0607,176.9,-2.150,-1.892,-0.070,-0.128,0.724,-0.112,-0.023,,,0.107,0.007,0.178,0.178,0.160,2592136301351041021,HHHH,0,nnnn,UUAA,-22,68,-80,62,0.518,0.266311,258.76172,36.80918,1715028+364833,63.0,0.524,3,13.96,0.0632,3,0,0,0,0,258.76172,36.80918,HD156283,17133+3651,F17133+3651,PI HER,HR 6418,HD 156283,K3II,47.55,11.0,48.2,11.4,17 15 02.8343,+36 48 32.983,Variable star,17,15,2.8343,36,48,32.983,258.7618096,36.80916194
0.553721,J153124.76+772057.7,232.8531817,+77.3493766,0.0105,0.0078,48.2,-1.264,-0.236,1.296,1.189,2.166,1.391,1.237,,,0.008,0.016,0.234,0.154,0.184,2314177201351028565,hh00,0,nn30,UUAA,-336,24,-439,25,0.611,1.089699,232.85249,77.34935,1531245+772057,18.13,0.0506,3,4.095,0.0387,3,0,0,0,0,232.85249,77.34935,HD139669,15328+7731,F15328+7730,THE UMI,HR 5826,HD 139669,K5-III,13.34,3.335,13.4,3.44,15 31 24.9293,+77 20 57.667,Variable star,15,31,24.9293,77,20,57.667,232.8538721,77.34935194
0.623305,J154416.17+062532.6,236.0673836,+6.4257488,0.0955,0.0779,171.2,-1.962,-1.840,0.058,0.026,0.831,0.289,0.150,,,0.168,0.011,0.210,0.244,0.298,2354106001351049137,HHHH,0,nnnn,UUBA,133,102,-176,107,1.699,1.590043,236.06732,6.42591,1544161+062533,57.28,0.682,3,12.17,0.0621,3,0,0,0,0,236.06732,6.42591,HD140573,15418+0634,F15417+0634,ALP SER,HR 5854,HD 140573,K2IIIb,40.92,10.04,40.8,9.86,15 44 16.0749,+06 25 32.257,Star in double system,15,44,16.0749,6,25,32.257,236.0669788,6.425626944
0.944663,J135634.20+272930.9,209.1425300,+27.4919300,0.0195,0.0181,17.7,-0.815,0.015,1.630,1.532,2.716,1.931,1.769,,,0.014,0.017,0.250,0.166,0.216,2095127201351042248,hh00,0,nn31,UUAA,110,28,36,26,0.524,0.613229,209.14257,27.49219,1356342+272931,13.42,0.00487,3,3.031,0.0217,3,0,0,0,0,209.14257,27.49219,HD121710,13542+2744,F13543+2743,9 BOO,HR 5247,HD 121710,K3IIIb,10.06,2.509,9.88,2.44,13 56 34.1811,+27 29 31.496,Variable star of irregular type,13,56,34.1811,27,29,31.496,209.1424213,27.49208222
0.555310,J143149.70+302218.4,217.9571111,+30.3717985,0.0424,0.0281,109.4,-1.687,-0.536,0.629,0.557,1.501,0.762,0.756,,,0.036,0.010,0.264,0.148,0.172,2173130201351025839,HHHH,0,nnnn,UUAA,140,38,-428,36,1.746,1.138027,217.95721,30.37167,1431497+302218,35.49,0.125,3,7.515,0.0506,3,0,0,0,0,217.95721,30.37167,HD127665,14296+3035,F14296+3035,RHO BOO,HR 5429,HD 127665,K3-III,25.41,5.982,25.8,6.12,14 31 49.7899,+30 22 17.174,Variable star,14,31,49.7899,30,22,17.174,217.9574579,30.37143722
0.563380,J155735.19+265239.7,239.3966535,+26.8777152,0.0254,0.0119,111.8,-1.142,-0.413,1.301,1.222,2.104,1.488,1.349,,,0.016,0.016,0.260,0.160,0.188,2400127201351012420,hh00,0,nn41,UUAA,-192,38,-144,44,0.570,0.526748,239.39672,26.87786,1557352+265240,18.48,0.0424,3,3.992,0.0286,3,0,0,0,0,239.39672,26.87786,HD143107,15555+2701,F15555+2701,EPS CRB,HR 5947,HD 143107,K2IIIab,12.14,3.194,13.1,3.38,15 57 35.2518,+26 52 40.368,Double or multiple star,15,57,35.2518,26,52,40.368,239.3968825,26.87788
0.428011,J143230.94+552352.5,218.1289499,+55.3979179,0.0264,0.0218,91.9,0.206,0.461,2.074,1.978,3.192,2.388,2.137,,,0.016,0.016,0.218,0.166,0.196,2186156001351007851,hh00,0,nn41,UUAA,718,33,-629,32,0.371,0.082035,218.12888,55.39803,1432309+552352,8.67,0.0484,3,2.034,0.043,3,0,0,0,0,218.12888,55.39803,HD128000,14309+5537,F14309+5537,,HR 5442,HD 128000,K5III,6.83,1.489,6.85,1.59,14 32 30.9356,+55 23 52.835,Star,14,32,30.9356,55,23,52.835,218.1288983,55.39800972
0.205130,J190000.81+320843.8,285.0033886,+32.1455132,0.0273,0.0235,161.1,-0.666,-0.093,1.693,1.590,2.395,1.743,1.573,,,0.020,0.013,0.248,0.180,0.226,2858131801351042928,hh00,0,nn30,UUAA,-1182,36,-654,36,0.193,0.128994,285.00344,32.14555,1900008+320843,12.67,0.0518,3,2.87,0.0196,3,0,0,0,0,285.00344,32.14555,HD176670,18581+3204,F18581+3204,LAM LYR,HR 7192,HD 176670,K2.5III,9.589,2.294,9.94,2.28,19 00 00.8257,+32 08 43.851,Variable star,19,0,0.8257,32,8,43.851,285.0034404,32.14551417
0.255123,J155857.75+363837.9,239.7406292,+36.6438686,0.0203,0.0133,72.6,0.038,0.350,1.958,1.832,2.754,1.932,1.747,,,0.010,0.016,0.190,0.196,0.216,2406136301351038637,hh00,0,nn30,UUAA,163,29,-81,30,0.608,0.505445,239.74055,36.6439,1558577+363838,9.928,0.0231,3,2.28,0.0238,3,0,0,0,0,239.74055,36.6439,HD143435,15571+3647,F15571+3647,,HR 5957,HD 143435,K5III,7.455,1.765,7.45,1.73,15 58 57.7137,+36 38 37.585,Star,15,58,57.7137,36,38,37.585,239.7404738,36.64377361
0.612159,J170933.19+404637.4,257.3883009,+40.7770786,0.0194,0.0160,174.2,0.607,0.435,2.124,2.024,2.985,2.382,2.229,,,0.012,0.015,0.264,0.202,0.282,2571140801351028574,hh00,0,nn20,UUAA,-435,31,-28,31,0.796,0.148373,257.3885,40.777,1709332+404637,8.475,0.0428,3,1.924,0.0139,3,0,0,0,0,257.3885,40.777,HD155410,17079+4050,F17079+4050,,HR 6388,HD 155410,K3III,6.249,1.435,6.57,1.54,17 09 33.2478,+40 46 37.319,Star,17,9,33.2478,40,46,37.319,257.3885325,40.77703306
0.243909,J164549.88+083457.4,251.4578505,+8.5826365,0.0459,0.0334,118.3,-1.342,-0.352,1.375,1.289,2.475,1.668,1.438,,,0.036,0.017,0.242,0.200,0.242,2512109001351002557,hh00,0,nn21,UUAA,-192,58,-452,48,0.206,0.220768,251.45791,8.58267,1645498+083457,16.59,0.0506,3,3.773,0.0375,3,0,0,0,0,251.45791,8.58267,HD151217,16434+0840,F16434+0840,43 HER,HR 6228,HD 151217,K5III,12.19,2.894,12.0,2.83,16 45 49.8913,+08 34 57.418,Variable star,16,45,49.8913,8,34,57.418,251.4578804,8.582616111
0.523136,J184604.50+263944.0,281.5187794,+26.6622275,0.0181,0.0128,120.8,0.255,0.601,2.094,2.002,3.053,2.404,2.222,,,0.010,0.012,0.248,0.180,0.222,2822127201351011296,hh00,0,nn30,UUAA,892,36,941,35,0.748,0.035638,281.51867,26.66212,1846044+263943,,,0,1.971,0.0367,3,,0,,0,281.51867,26.66212,HD173780,18440+2636,F18440+2636,IRC+30342,HR 7064,HD 173780,K2III,6.5,1.53,6.35,1.56,18 46 04.4803,+26 39 43.667,Star,18,46,4.4803,26,39,43.667,281.5186679,26.66212972
0.463379,J182559.34+653348.2,276.4972661,+65.5633968,0.0184,0.0107,108.7,-0.152,0.372,2.022,1.892,2.949,2.197,2.085,,,0.013,0.012,0.234,0.196,0.216,2761165101351046810,hHH0,0,nnn1,UUAA,1074,26,-486,29,1.219,0.849342,276.49696,65.56342,1825592+653348,9.687,0.0122,3,2.206,0.0119,3,0,0,0,0,276.49696,65.56342,HD170693,18258+6531,F18258+6531,42 DRA,HR 6945,HD 170693,K1.5III,7.19,1.695,7.47,1.46,18 25 59.1381,+65 33 48.530,Star,18,25,59.1381,65,33,48.53,276.4964088,65.56348056
0.282323,J171734.65+285447.7,259.3944125,+28.9132769,0.0295,0.0259,61.9,0.806,1.041,2.244,2.089,3.416,2.535,2.173,,,0.017,0.016,0.248,0.190,0.244,2588128701351025829,hh00,0,nn10,UUAA,-5,41,-262,38,0.112,0.370746,259.3945,28.91326,1717346+285447,7.524,0.0303,3,1.916,0.0148,3,0,0,0,0,259.3945,28.91326,HD156652,17156+2857,F17156+2857,,,HD 156652,M0III+,5.57,1.429,5.63,1.44,17 17 34.6520,+28 54 47.783,Variable star of irregular type,17,17,34.652,28,54,47.783,259.3943833,28.91327306
0.265494,J181807.73+231748.8,274.5322126,+23.2969016,0.0186,0.0132,61.7,-0.312,0.284,1.954,1.825,3.024,2.150,1.930,,,0.010,0.020,0.298,0.188,0.298,2752122701351065415,hh00,0,nn20,UUAA,-64,36,508,33,0.097,0.29228,274.53227,23.29685,1818077+231748,9.808,0.0374,3,2.333,0.0202,3,0,0,0,0,274.53227,23.29685,HD168323,18160+2316,F18160+2316,,HR 6854,HD 168323,K5III,7.314,1.842,7.19,1.86,18 18 07.7296,+23 17 48.864,Star in double system,18,18,7.7296,23,17,48.864,274.5322067,23.29690667
0.607280,J183109.67+250947.7,277.7903094,+25.1632649,0.0195,0.0141,110.6,1.138,1.370,2.392,2.230,3.796,2.901,2.519,,,0.009,0.014,0.282,0.208,0.272,2783125701351011359,hh00,0,nn20,UUAA,489,36,-226,35,0.236,0.617748,277.79027,25.1631,1831096+250947,6.493,0.0891,3,1.608,0.0321,3,0,0,0,0,277.79027,25.1631,HD170951,18291+2507,F18291+2507,,,HD 170951,M0III,4.752,1.227,4.84,1.27,18 31 09.6605,+25 09 47.775,Star,18,31,9.6605,25,9,47.775,277.7902521,25.16327083
0.363154,J174328.32+043403.7,265.8680142,+4.5677207,0.0838,0.0741,166.5,-2.068,-1.769,0.077,0.177,1.184,0.467,0.437,,,0.105,0.012,0.236,0.170,0.180,2658104501351031227,hh00,0,nn00,UUAA,-1009,91,342,62,1.559,1.217854,265.86802,4.56762,1743283+043403,50.87,0.139,3,10.89,0.0772,3,0,0,0,0,265.86802,4.56762,HD161096,17409+0435,F17410+0435,BET OPH,HR 6603,HD 161096,K2III,37.97,8.756,38.6,8.53,17 43 28.3531,+04 34 02.290,Variable star,17,43,28.3531,4,34,2.29,265.8681379,4.567302778
0.584733,J195037.69+525915.8,297.6570507,+52.9877386,0.0242,0.0175,131.5,0.407,0.548,2.210,2.112,3.163,2.551,2.249,,,0.013,0.020,0.266,0.218,0.336,2983153001351033805,hh00,0,nn40,UUAA,-851,31,-617,32,1.090,0.519309,297.65723,52.98786,1950377+525916,7.853,0.0184,3,1.809,0.0288,3,0,0,0,0,297.65723,52.98786,HD188056,19493+5251,F19493+5251,20 CYG,HR 7576,HD 188056,K3III,5.845,1.453,5.77,1.49,19 50 37.7238,+52 59 16.805,Star,19,50,37.7238,52,59,16.805,297.6571825,52.98800139
0.580036,J175956.21+453004.6,269.9842472,+45.5012889,0.0244,0.0215,155.4,-0.600,0.138,1.783,1.652,2.720,1.953,1.675,,,0.017,0.015,0.232,0.206,0.242,2705145401351033447,HHHH,0,nnnn,UUAA,284,30,-389,28,0.039,0.296755,269.98425,45.50145,1759562+453005,11.64,0.0378,3,2.671,0.0138,3,0,0,0,0,269.98425,45.50145,HD164646,17585+4530,F17585+4530,,HR 6728,HD 164646,M0IIIab,8.356,2.16,8.45,2.2,17 59 56.2064,+45 30 04.960,Variable star,17,59,56.2064,45,30,4.96,269.9841933,45.50137778
0.535476,J173044.30+260638.5,262.6846125,+26.1107150,0.0163,0.0131,131.4,-1.346,-0.781,1.094,1.065,2.158,1.443,1.287,,,0.012,0.013,0.302,0.188,0.222,2633125701351039077,hh00,0,nn31,UUAA,-715,33,100,33,0.226,0.383983,262.68474,26.11062,1730443+260638,21.03,0.0762,3,4.666,0.0335,3,0,0,0,0,262.68474,26.11062,HD158899,17287+2608,F17287+2608,LAM HER,HR 6526,HD 158899,K3.5III,15.49,3.695,15.9,3.7,17 30 44.3099,+26 06 38.323,Variable star,17,30,44.3099,26,6,38.323,262.6846246,26.11064528
0.090381,J214210.11+011706.8,325.5421653,+1.2852356,0.0209,0.0159,113.1,1.119,0.771,2.327,2.217,3.344,2.565,2.402,,,0.010,0.017,0.228,0.236,0.268,3252101501351020224,hh00,0,nn21,UUAA,293,42,14,38,0.180,0.211039,325.54219,1.28524,2142101+011706,7.151,0.0519,3,1.685,0.0176,3,0,0,0,0,325.54219,1.28524,HD206445,21396+0103,F21396+0103,26 AQR,HR 8287,HD 206445,K2III,5.369,1.309,5.35,1.31,21 42 10.1119,+01 17 06.912,Star,21,42,10.1119,1,17,6.912,325.5421329,1.285253333
0.639124,J204521.11+573444.6,311.3379592,+57.5790653,0.0446,0.0351,158.4,2.365,2.897,3.263,3.219,3.679,3.496,3.267,,0.469,0.012,0.022,0.234,0.210,0.242,3101157501351026546,hh00,1,n030,UCAA,2193,37,-101,37,2.343,1.766989,311.3379,57.57924,2045210+573445,2.854,0.00977,3,0.6189,0.0162,3,0,0,0,0,311.3379,57.57924,HD198048,20460-4624,F20460-4624,ZET IND,HR 7952,HD 198048,K5III,14.14,3.317,14.3,3.47,20 45 21.1281,+57 34 47.012,High proper-motion star,20,45,21.1281,57,34,47.012,311.3380338,57.57972556
0.433847,J224030.94+441634.5,340.1289374,+44.2762755,0.0418,0.0142,172.1,-0.808,-0.076,1.551,1.372,2.435,1.817,1.668,,,0.031,0.015,0.302,0.226,0.216,3391143901351048915,HHHH,0,nnnn,UUAA,-1172,42,-1180,46,0.940,1.269154,340.12904,44.27618,2240309+441634,15.88,0.0424,3,3.507,0.0445,3,0,0,0,0,340.12904,44.27618,HD214868,22383+4400,F22383+4400,11 LAC,HR 8632,HD 214868,K2.5III,11.36,2.868,11.3,2.96,22 40 30.8591,+44 16 34.698,Star,22,40,30.8591,44,16,34.698,340.1285796,44.276305
0.852927,J193405.50+072242.6,293.5229565,+7.3785219,0.0399,0.0348,133.9,-0.164,-0.160,1.811,1.706,2.300,1.811,1.704,,,0.028,0.023,0.322,0.252,0.274,2928107501351024858,HHHH,0,nnnn,UUAA,238,47,241,44,2.722,1.929981,293.52277,7.37867,1934054+072243,11.67,0.0606,3,2.555,0.0551,3,0,0,0,0,293.52277,7.37867,HD184406,19316+0716,Z19316+0716,MUU AQL,HR 7429,HD 184406,K3-IIIb,8.653,2.084,8.6,2.05,19 34 05.3529,+07 22 44.189,Variable star,19,34,5.3529,7,22,44.189,293.5223038,7.378941389
1.907716,J204612.98+335816.2,311.5540992,+33.9711869,0.0784,0.0488,142.4,-1.763,-0.936,-0.017,0.054,,,,,,0.106,0.009,,,,3113133301351060588,hh00,0,nn00,UUAA,-446,67,-149,82,,3.123788,311.55365,33.97081,2046128+335814,56.19,0.394,3,11.96,0.106,3,0,0,0,0,311.55365,33.97081,HD197989,20442+3347,Z20442+3347,EPS CYG,HR 7949,HD 197989,K0III,43.2,9.548,42.6,9.57,20 46 12.6827,+33 58 12.922,High proper-motion star,20,46,12.6827,33,58,12.922,311.5528446,33.97025611
0.642170,J195845.45+192932.0,299.6894013,+19.4922404,0.1018,0.0876,94.6,-1.530,-1.265,-0.259,-0.326,,,,,,0.150,0.019,,,,2992119601351022517,hh00,0,nn11,UUBA,-537,119,239,92,,1.122008,299.68946,19.49241,1958454+192932,77.32,2.12,3,17.34,0.238,3,0,0,0,0,299.68946,19.49241,HD189319,19565+1921,Z19565+1921,GAM SGE,HR 7635,HD 189319,M0-III,60.29,14.11,58.9,14.0,19 58 45.4275,+19 29 31.732,Variable star,19,58,45.4275,19,29,31.732,299.6892813,19.49214778
0.326458,J212205.26+194816.8,320.5219280,+19.8046791,0.0212,0.0125,149.5,-0.511,-0.084,1.572,1.535,2.372,1.931,1.752,,,0.014,0.023,0.270,0.200,0.210,3200119601351026167,hh00,0,nn40,UUAA,-1473,39,124,38,1.073,0.880703,320.52191,19.80459,2122052+194816,13.92,0.0727,3,3.051,0.037,3,0,0,0,0,320.52191,19.80459,HD203504,21197+1935,F21197+1935,1 PEG,HR 8173,HD 203504,K1III,10.17,2.284,9.82,2.28,21 22 05.1996,+19 48 16.229,Star in double system,21,22,5.1996,19,48,16.229,320.521665,19.80450806
0.232415,J204710.77+342226.9,311.7949121,+34.3741565,0.0117,0.0097,104.7,-0.022,0.199,1.942,1.840,2.635,1.974,1.801,,,0.007,0.013,0.272,0.228,0.260,3124134801351013907,hh00,0,nn42,UUAA,-958,33,355,34,0.300,0.452376,311.79495,34.3741,2047107+342226,10.13,0.148,3,2.309,0.0676,3,0,0,0,0,311.79495,34.3741,HD198134,20451+3411,Z20451+3411,T CYG,HR 7956,HD 198134,K3III,6.867,1.831,7.32,1.9,20 47 10.7521,+34 22 26.844,Variable star,20,47,10.7521,34,22,26.844,311.7948004,34.37412333
0.280342,J193456.12+334743.8,293.7338638,+33.7955230,0.0246,0.0168,106.6,-0.878,-0.192,1.423,1.310,2.703,1.760,,,,0.015,0.018,0.260,0.210,,2933133301351059339,hh00,0,nn21,UUAA,-86,37,69,34,0.338,0.336924,293.7338,33.79558,1934561+334744,15.5,0.0599,3,3.613,0.0333,3,0,0,0,0,293.7338,33.79558,HD184827,19330+3341,Z19330+3341,,,HD 184827,M0III,12.01,2.946,11.6,3.01,19 34 56.1074,+33 47 43.756,Pulsating variable star,19,34,56.1074,33,47,43.756,293.7337808,33.79548778
1.340409,J182342.03+214608.4,275.9251665,+21.7690066,0.0538,0.0183,3.9,-1.465,-0.863,1.202,1.078,,,,,,0.048,0.018,,,,2760121201351061008,hhh0,0,nn20,UUAA,-114,40,-185,38,,2.072895,275.92495,21.76932,1823419+214609,21.58,0.058,3,4.671,0.0456,3,0,0,0,0,275.92495,21.76932,HD169414,18215+2144,F18215+2144,109 HER,HR 6895,HD 169414,K2IIIab,15.1,3.803,16.9,3.76,18 23 41.8896,+21 46 11.107,Variable star,18,23,41.8896,21,46,11.107,275.92454,21.76975194
